timestamp,source,class,confidence,vehicle_id,plate_text
2025-10-09 22:46:39.578282,image,5,0.9241504669189453,1,
2025-10-09 22:46:39.578282,image,2,0.8840445876121521,2,
2025-10-09 22:46:39.578282,image,2,0.8601956963539124,3,
2025-10-09 22:46:39.578282,image,2,0.8443647623062134,4,
2025-10-09 22:46:39.578282,image,2,0.8080136775970459,5,
2025-10-09 22:46:39.578282,image,2,0.7838248610496521,6,
2025-10-09 22:46:39.578282,image,2,0.7629759311676025,7,
2025-10-09 22:46:39.578282,image,2,0.751724362373352,8,
2025-10-09 22:46:39.578282,image,2,0.7470383048057556,9,
2025-10-09 22:46:39.578282,image,2,0.7438309192657471,10,
2025-10-09 22:46:39.578282,image,2,0.7317755222320557,11,
2025-10-09 22:46:39.578282,image,2,0.7138511538505554,12,
2025-10-09 22:46:39.578282,image,2,0.6577243804931641,13,
2025-10-09 22:46:39.578282,image,2,0.6473932266235352,14,
2025-10-09 22:46:39.578282,image,0,0.5765566229820251,15,
2025-10-09 22:46:39.578282,image,0,0.571513831615448,16,
2025-10-09 22:46:39.578282,image,2,0.568810224533081,17,
2025-10-09 22:46:39.578282,image,2,0.5657350420951843,18,
2025-10-09 22:46:39.578282,image,2,0.5633336305618286,19,
2025-10-09 22:46:39.578282,image,5,0.5233058929443359,20,
2025-10-09 22:46:39.578282,image,3,0.5231184363365173,21,
2025-10-09 22:46:39.578282,image,2,0.5203661322593689,22,
2025-10-09 22:46:39.578282,image,7,0.478464812040329,23,
2025-10-09 22:46:39.578282,image,7,0.47033748030662537,24,
2025-10-09 22:46:39.578282,image,7,0.46592921018600464,25,
2025-10-09 22:46:39.578282,image,7,0.4489539861679077,26,
2025-10-09 22:46:39.578282,image,5,0.4030683934688568,27,
2025-10-09 22:46:39.578282,image,5,0.37785470485687256,28,
2025-10-09 22:46:39.578282,image,3,0.36490264534950256,29,
2025-10-09 22:46:39.578282,image,2,0.3359920084476471,30,
2025-10-09 22:46:39.578282,image,3,0.3347979485988617,31,
2025-10-09 22:46:39.578282,image,2,0.3120800256729126,32,
2025-10-09 22:46:39.578282,image,2,0.28039810061454773,33,
2025-10-09 22:51:55.739339,video,5,0.8602229952812195,34,
2025-10-09 22:51:55.739339,video,2,0.8506956696510315,35,
2025-10-09 22:51:55.739339,video,0,0.8453047275543213,36,
2025-10-09 22:51:55.739339,video,2,0.6614422798156738,37,
2025-10-09 22:51:55.739339,video,2,0.5245640277862549,38,
2025-10-09 22:51:55.739339,video,2,0.4818524122238159,39,
2025-10-09 22:51:55.739339,video,2,0.378052681684494,40,
2025-10-09 22:51:56.149566,video,2,0.9071593880653381,35,
2025-10-09 22:51:56.149566,video,5,0.9021579027175903,34,
2025-10-09 22:51:56.149566,video,0,0.851701557636261,36,
2025-10-09 22:51:56.149566,video,2,0.6682342886924744,39,
2025-10-09 22:51:56.149566,video,2,0.6631587743759155,37,
2025-10-09 22:51:56.149566,video,2,0.5519083738327026,40,
2025-10-09 22:51:56.149566,video,2,0.5430757999420166,38,
2025-10-09 22:51:56.583019,video,2,0.9071741104125977,35,
2025-10-09 22:51:56.583019,video,5,0.906596302986145,34,
2025-10-09 22:51:56.583019,video,0,0.8429580926895142,36,
2025-10-09 22:51:56.583019,video,2,0.6243963837623596,37,
2025-10-09 22:51:56.583019,video,2,0.6189583539962769,40,
2025-10-09 22:51:56.583019,video,2,0.5470205545425415,38,
2025-10-09 22:51:57.082276,video,5,0.901418924331665,34,
2025-10-09 22:51:57.082276,video,2,0.8947076201438904,35,
2025-10-09 22:51:57.082276,video,0,0.8605897426605225,36,
2025-10-09 22:51:57.082276,video,2,0.7287368178367615,40,
2025-10-09 22:51:57.082276,video,2,0.6160129308700562,37,
2025-10-09 22:51:57.082276,video,2,0.5536367893218994,38,
2025-10-09 22:51:57.498208,video,2,0.8883283138275146,35,
2025-10-09 22:51:57.498208,video,0,0.8610960245132446,36,
2025-10-09 22:51:57.498208,video,5,0.8605996370315552,34,
2025-10-09 22:51:57.498208,video,2,0.6902645230293274,37,
